@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {happy,sad,angry,calm,fearful,neutral}

@DATA
0.091555,0.014273,3.111242,0.230000,0.197455,1.173343,0.009084,0.112917,-33.646611,0.078543,-0.385110,-0.396727,-0.251622,-0.029737,-0.399388,-0.269777,0.083698,0.044764,0.208640,-0.032303,-0.185355,0.007907,0.006342,0.006157,0.008879,0.003071,0.003434,0.012950,0.002501,0.010785,0.011557,0.004521,0.003921,0.010605,0.041706,0.014950,0.227075,0.070480,0.040690,0.452442,0.017651,0.075608,3.469443,0.717298,0.518811,0.442347,0.294635,0.317260,0.368128,0.399947,0.252885,0.282368,0.341345,0.208890,0.214579,0.010362,0.012738,0.007371,0.009247,0.003154,0.005999,0.017546,0.002896,0.012887,0.012913,0.005743,0.005741,0.008774,happy
0.078449,0.012146,3.049796,0.230017,0.218082,0.882585,0.011207,0.113558,-33.147198,1.290920,0.150473,-0.388537,-0.076470,0.126009,-0.018598,0.061018,-0.102026,-0.093393,-0.153877,-0.101453,-0.110953,0.011644,0.006275,0.022069,0.009208,0.006600,0.004394,0.066035,0.002749,0.006774,0.009449,0.011960,0.005196,0.027020,0.046976,0.010632,0.266762,0.045309,0.024513,0.403783,0.007438,0.093200,2.518851,0.648572,0.601549,0.444162,0.456805,0.278387,0.274908,0.263461,0.234785,0.189182,0.208600,0.219096,0.222212,0.018050,0.013771,0.028162,0.013813,0.008318,0.006505,0.042014,0.003643,0.008760,0.012771,0.016110,0.008148,0.014554,happy
0.062698,0.010970,2.864991,0.216997,0.229180,0.512589,0.014066,0.086166,-34.463850,1.003221,0.013547,-0.227572,-0.124116,-0.180069,-0.248180,-0.180436,0.174610,0.317571,0.290982,0.040419,-0.093670,0.006411,0.008764,0.025130,0.001804,0.002045,0.004838,0.082279,0.001143,0.015686,0.011462,0.004964,0.005163,0.033900,0.052654,0.013016,0.401219,0.071950,0.040433,0.388420,0.015684,0.085469,3.566745,0.803108,0.572132,0.483013,0.315516,0.254644,0.371325,0.424237,0.292183,0.226195,0.373790,0.209933,0.236104,0.010820,0.016775,0.028319,0.002315,0.003098,0.010483,0.040340,0.001397,0.024973,0.015875,0.007060,0.012417,0.014328,happy
0.063715,0.010925,2.980906,0.210857,0.203077,0.812963,0.009327,0.069089,-32.521038,1.153164,0.317139,-0.346794,-0.268568,0.102389,-0.076909,0.224250,-0.086893,0.045236,-0.033953,-0.055487,-0.042069,0.012332,0.004122,0.017939,0.012084,0.013862,0.005327,0.034386,0.001849,0.006784,0.021072,0.020117,0.006559,0.019188,0.030839,0.009321,0.334411,0.068504,0.042588,0.388163,0.014727,0.049953,3.738142,0.753487,0.601263,0.552934,0.416847,0.205681,0.309105,0.269009,0.239533,0.234066,0.224522,0.245898,0.250181,0.016328,0.005150,0.018631,0.016547,0.012827,0.005925,0.028130,0.002336,0.008785,0.022392,0.022585,0.009403,0.009201,happy
0.102532,0.011929,2.992136,0.216031,0.213562,0.718943,0.009534,0.082608,-33.325613,1.098822,-0.040124,-0.363847,-0.543843,-0.166860,-0.151245,-0.293730,0.208537,0.132127,0.261481,0.129099,-0.148072,0.006046,0.011293,0.036405,0.004424,0.004838,0.008775,0.047774,0.002630,0.013679,0.017306,0.010964,0.005162,0.027556,0.060548,0.013520,0.340884,0.066608,0.039631,0.431177,0.007507,0.104066,2.630499,0.814317,0.538711,0.382972,0.458145,0.364060,0.304705,0.397707,0.289289,0.423458,0.288150,0.268036,0.241410,0.007389,0.016115,0.032166,0.006993,0.007479,0.020212,0.036707,0.005694,0.014706,0.021667,0.010840,0.008196,0.015515,happy
0.053444,0.025686,2.886146,0.197167,0.220686,0.466552,0.008958,0.072568,-31.352689,2.290633,0.106923,0.186975,-0.073856,0.080870,0.217366,0.029629,-0.055255,-0.015679,-0.177240,-0.015383,-0.091981,0.010825,0.004166,0.047559,0.010471,0.006032,0.001991,0.056071,0.000698,0.010360,0.028239,0.027267,0.001349,0.031357,0.043634,0.018893,0.407271,0.071214,0.042282,0.440054,0.006617,0.082778,2.682676,0.655166,0.638463,0.401027,0.464872,0.269561,0.253982,0.261430,0.211445,0.251911,0.230960,0.238977,0.217833,0.015523,0.008654,0.053320,0.011065,0.006502,0.002101,0.037095,0.000757,0.020006,0.029158,0.025220,0.002016,0.015482,happy
0.082582,0.009033,3.110514,0.197525,0.195096,0.750400,0.020166,0.072763,-35.036501,0.704977,-0.518451,-0.333801,-0.436592,-0.165645,-0.323723,-0.385544,-0.042004,0.140925,0.166039,0.012388,-0.143737,0.006282,0.008655,0.009152,0.010776,0.009356,0.009155,0.034851,0.005192,0.022127,0.009588,0.009257,0.005418,0.020958,0.054963,0.009837,0.220619,0.086482,0.056530,0.430675,0.028695,0.074200,3.938811,0.655343,0.633758,0.453125,0.399346,0.363684,0.324644,0.433847,0.294668,0.366876,0.341741,0.180962,0.191510,0.008955,0.015904,0.011407,0.011554,0.016269,0.014264,0.028653,0.009132,0.026410,0.012239,0.008159,0.007683,0.012088,happy
0.072852,0.017919,2.816530,0.241395,0.224210,0.851346,0.008101,0.089868,-32.824867,1.360023,0.020861,-0.124097,-0.163326,0.249254,0.135900,-0.051278,0.045795,-0.005915,-0.029503,-0.052144,-0.138211,0.009335,0.006216,0.033422,0.009022,0.009819,0.002552,0.077718,0.007073,0.008936,0.015026,0.018237,0.003621,0.033541,0.055061,0.015808,0.365968,0.069014,0.033552,0.448894,0.005785,0.080180,3.058979,0.636576,0.781259,0.562282,0.527790,0.356855,0.315466,0.219880,0.274402,0.235219,0.224386,0.274806,0.243146,0.014429,0.010071,0.029575,0.011245,0.016431,0.003107,0.052849,0.014291,0.011778,0.017809,0.022757,0.005852,0.017705,happy
0.076615,0.008092,2.890584,0.226438,0.199041,0.792994,0.008315,0.105521,-33.734916,0.124986,-0.478113,-0.568926,-0.354015,0.010764,-0.250556,-0.100553,0.111361,0.127652,0.194531,0.046534,-0.083325,0.011406,0.008319,0.006435,0.004584,0.003576,0.007529,0.033596,0.003607,0.007629,0.006856,0.006489,0.006908,0.016402,0.054919,0.007818,0.491930,0.089680,0.050343,0.486792,0.005995,0.101289,4.120111,0.949342,0.659565,0.558849,0.371547,0.488029,0.313079,0.385349,0.331576,0.299704,0.382832,0.251963,0.226702,0.014049,0.010301,0.009530,0.006453,0.005222,0.018702,0.035049,0.004907,0.011098,0.009616,0.008443,0.009900,0.010102,happy
0.067032,0.011391,2.802769,0.188991,0.218623,0.500582,0.018670,0.073917,-33.030072,1.559883,0.239945,-0.033302,-0.156725,0.096206,0.039380,0.008469,-0.008540,0.064278,-0.121320,-0.018612,-0.017664,0.009146,0.006029,0.034066,0.009451,0.005616,0.003156,0.121107,0.001022,0.006719,0.014277,0.016810,0.001504,0.043245,0.039557,0.011583,0.393121,0.050353,0.037271,0.336897,0.032870,0.068383,2.634955,0.674550,0.488195,0.363638,0.452388,0.299372,0.294206,0.244800,0.213469,0.211837,0.217767,0.250122,0.172174,0.011621,0.008921,0.042812,0.014563,0.008137,0.004963,0.060190,0.001267,0.009256,0.018645,0.018846,0.001668,0.018677,happy
0.074969,0.017872,2.854785,0.232933,0.206995,1.057613,0.012045,0.127754,-33.912299,1.202528,-0.222882,-0.326594,-0.321054,-0.183048,-0.354879,-0.105856,0.102846,0.182312,0.330585,-0.022199,-0.053153,0.008669,0.012067,0.009731,0.004689,0.005945,0.003471,0.020877,0.001332,0.011648,0.028127,0.011714,0.003830,0.018313,0.055732,0.017151,0.492435,0.093872,0.047113,0.608138,0.020787,0.117690,4.171224,0.591075,0.550972,0.426281,0.328002,0.340171,0.414568,0.363932,0.245298,0.283764,0.379308,0.176697,0.180335,0.012242,0.021339,0.011494,0.003835,0.006844,0.003822,0.019956,0.001114,0.017116,0.030066,0.015081,0.004237,0.012574,happy
0.055886,0.023667,2.982116,0.160205,0.198821,0.435759,0.021967,0.070800,-31.612627,1.489214,-0.106894,0.124861,-0.397930,0.136583,0.392057,-0.096051,-0.032778,-0.134542,-0.079088,-0.111928,0.112915,0.008983,0.005089,0.038683,0.010806,0.014698,0.002969,0.074491,0.001783,0.005972,0.011698,0.016139,0.002347,0.032924,0.033369,0.024581,0.279062,0.049389,0.033138,0.286581,0.031140,0.046963,2.650884,0.599141,0.680117,0.432874,0.463482,0.277674,0.358381,0.251548,0.264779,0.225401,0.233637,0.280511,0.307923,0.015806,0.011923,0.045477,0.014191,0.020610,0.002898,0.053968,0.002094,0.008387,0.015360,0.022329,0.002492,0.016762,happy
0.054778,0.011708,2.936858,0.200995,0.217686,0.535821,0.021124,0.063086,-33.616630,1.197896,0.051239,0.048063,-0.167628,0.287225,0.136789,-0.006528,0.091749,-0.045780,-0.035772,-0.067338,-0.121840,0.005487,0.006116,0.031244,0.006930,0.005765,0.002091,0.104419,0.000995,0.006131,0.015791,0.012360,0.001804,0.037878,0.035592,0.013003,0.305370,0.060948,0.034699,0.392026,0.024024,0.056110,2.908477,0.920668,0.627458,0.372630,0.536312,0.300973,0.253769,0.267195,0.234016,0.229754,0.232289,0.261602,0.198050,0.008018,0.011924,0.037362,0.011308,0.008723,0.002912,0.055211,0.001140,0.013244,0.020877,0.017398,0.002398,0.016255,happy
0.051747,0.008621,2.715226,0.154751,0.174779,0.449439,0.009531,0.065050,-36.011137,0.940402,-0.169797,-0.136506,-0.117343,-0.007259,-0.221807,-0.096804,0.105075,0.156303,0.355093,0.008214,-0.024811,0.003864,0.002783,0.048463,0.008494,0.007818,0.001874,0.088088,0.003391,0.009557,0.015107,0.014456,0.002456,0.036664,0.040026,0.008697,0.310890,0.072676,0.040438,0.400897,0.007849,0.066673,2.657719,0.691140,0.510407,0.348437,0.310547,0.235547,0.364192,0.298976,0.250030,0.231681,0.278635,0.180023,0.201751,0.007222,0.004559,0.021722,0.014663,0.012772,0.002521,0.044082,0.008001,0.010797,0.021762,0.014165,0.004289,0.016565,happy
0.061883,0.028754,2.982152,0.202411,0.216689,0.672588,0.008039,0.062370,-32.341694,1.431223,-0.200592,-0.087341,-0.194635,0.259099,0.305292,-0.105610,-0.042139,-0.091826,-0.215751,-0.023322,-0.208073,0.008966,0.007037,0.032992,0.011776,0.020020,0.004244,0.026873,0.001554,0.008312,0.016577,0.023681,0.004160,0.022117,0.034572,0.026254,0.305048,0.066117,0.038707,0.341396,0.005772,0.055621,3.446411,0.577903,0.587247,0.470355,0.327030,0.286381,0.301874,0.311794,0.240887,0.255962,0.248078,0.249373,0.210669,0.009973,0.013148,0.037292,0.015716,0.021935,0.004429,0.019665,0.001293,0.012542,0.015655,0.023592,0.006480,0.012237,happy
0.072661,0.019603,2.850881,0.250023,0.225465,0.735603,0.007949,0.092149,-33.475995,1.017461,-0.518709,-0.303654,-0.312354,-0.319108,-0.084996,-0.306434,0.184632,0.133506,0.321536,0.084665,-0.235703,0.009485,0.016922,0.018497,0.006906,0.004949,0.005138,0.014113,0.001961,0.017243,0.018586,0.006162,0.006142,0.019296,0.054976,0.014512,0.379680,0.075010,0.032912,0.582338,0.005831,0.103581,4.200915,0.730529,0.652489,0.463106,0.427502,0.354285,0.327206,0.535731,0.275820,0.297808,0.322471,0.242167,0.198485,0.019375,0.029349,0.018556,0.007645,0.009994,0.008558,0.016765,0.001878,0.019776,0.024226,0.007460,0.010541,0.012662,happy
0.057045,0.013889,2.817010,0.217789,0.215554,0.674727,0.006684,0.060576,-33.391661,1.130409,0.086613,-0.248250,-0.286261,0.211583,0.198543,-0.007115,0.007243,0.042648,-0.133306,-0.044033,-0.064611,0.005940,0.008234,0.073571,0.006668,0.015554,0.002782,0.038491,0.001381,0.006469,0.014161,0.022805,0.002583,0.031291,0.034920,0.013016,0.375438,0.071935,0.043902,0.393851,0.004863,0.057265,3.305868,0.594125,0.578621,0.466235,0.497365,0.338325,0.290875,0.291755,0.272597,0.288636,0.211045,0.249125,0.255967,0.007191,0.011562,0.070380,0.008670,0.017586,0.003543,0.031390,0.001310,0.009529,0.013566,0.022635,0.003685,0.018900,happy
0.072852,0.013763,2.886122,0.184494,0.180848,0.724479,0.011956,0.089356,-33.393618,0.610051,-0.596941,-0.521368,-0.287464,-0.246754,-0.297717,-0.150825,0.038581,0.153996,0.373048,0.148677,-0.204965,0.007631,0.013626,0.009060,0.024314,0.004650,0.007256,0.025437,0.003260,0.015444,0.014336,0.005297,0.004245,0.023275,0.055892,0.016009,0.383977,0.075005,0.041689,0.432084,0.012664,0.092112,3.238049,0.769240,0.649798,0.439310,0.415601,0.306829,0.313509,0.382399,0.300616,0.265904,0.359400,0.215144,0.240304,0.015919,0.023073,0.009099,0.043352,0.007737,0.017587,0.028071,0.006229,0.020726,0.020325,0.007645,0.006362,0.017873,happy
0.044331,0.017391,2.829995,0.203567,0.200409,0.452281,0.008783,0.061434,-32.247411,1.424253,-0.032987,-0.139540,-0.278648,0.058904,0.152919,-0.031156,-0.062256,0.005691,-0.118016,-0.111835,-0.061482,0.008144,0.010052,0.024124,0.009190,0.018179,0.004509,0.017085,0.001416,0.007541,0.024428,0.019077,0.003271,0.020601,0.031629,0.014319,0.429294,0.069875,0.032951,0.314309,0.007026,0.062541,3.519278,0.722448,0.660193,0.374496,0.485328,0.285157,0.289423,0.250254,0.299184,0.294397,0.217557,0.266431,0.221534,0.010502,0.013096,0.023119,0.013549,0.020922,0.005001,0.017253,0.001760,0.013034,0.029765,0.019165,0.004850,0.011286,happy
0.070463,0.011330,2.916866,0.242343,0.211041,0.918000,0.011073,0.078042,-34.679623,0.707377,-0.244927,-0.363020,-0.318124,-0.266395,-0.283940,-0.211235,0.093360,0.086716,0.261570,0.043572,-0.066640,0.005679,0.010774,0.011141,0.007902,0.004501,0.007721,0.016244,0.001983,0.017005,0.010938,0.009309,0.005259,0.014534,0.044695,0.012596,0.420434,0.082536,0.047572,0.496471,0.014759,0.068968,4.112344,0.778570,0.532668,0.469283,0.362927,0.274710,0.363919,0.427540,0.286627,0.302998,0.405116,0.244733,0.235245,0.006480,0.021848,0.014802,0.008809,0.004050,0.016723,0.019153,0.002090,0.020571,0.013050,0.013443,0.006849,0.011073,happy
0.070254,0.007058,3.074556,0.150149,0.170442,0.594627,0.010861,0.110558,-29.713211,0.953453,-0.452181,-0.208026,-0.396098,0.078049,0.038216,0.060550,-0.101320,-0.052935,-0.217833,-0.154331,-0.149219,0.010943,0.006801,0.018694,0.013552,0.010184,0.005823,0.045796,0.002201,0.006221,0.011109,0.010588,0.003424,0.021900,0.049104,0.007032,0.280106,0.046640,0.023802,0.378686,0.007887,0.079540,2.357294,0.895327,0.918033,0.565558,0.586619,0.330813,0.304706,0.266827,0.289113,0.273177,0.228322,0.285485,0.245427,0.013552,0.010110,0.024403,0.018848,0.011402,0.005847,0.029055,0.003310,0.009193,0.014473,0.011964,0.004183,0.011013,happy
0.082759,0.015582,2.716232,0.259399,0.207334,0.810253,0.007426,0.095325,-35.795021,0.568151,-0.311055,-0.228091,-0.254179,-0.283927,-0.329502,-0.276506,0.126810,0.146168,0.206216,-0.012189,-0.098301,0.005933,0.006482,0.009492,0.008248,0.005008,0.005097,0.016818,0.002231,0.012486,0.014191,0.007812,0.004675,0.013275,0.058531,0.017738,0.385771,0.104243,0.052803,0.455317,0.006889,0.096740,4.176875,0.804849,0.549468,0.427144,0.317745,0.284331,0.369350,0.427626,0.289488,0.301387,0.377912,0.193039,0.205319,0.006730,0.014536,0.014984,0.012638,0.005324,0.009107,0.021196,0.002985,0.016860,0.019033,0.011713,0.008472,0.011124,happy
0.064048,0.023395,3.053203,0.183300,0.197707,0.603408,0.010251,0.097317,-29.004931,1.756319,0.013072,-0.316887,0.071792,0.165145,0.067916,0.034426,-0.011591,-0.104850,-0.215536,-0.028417,-0.095360,0.012769,0.004809,0.027292,0.015150,0.011996,0.003652,0.055497,0.005201,0.007873,0.018844,0.021475,0.003319,0.027697,0.055336,0.015164,0.272411,0.081357,0.043060,0.553801,0.006952,0.091748,3.159168,0.627043,0.765863,0.537827,0.566868,0.250027,0.248689,0.273293,0.202933,0.223476,0.209811,0.249999,0.198669,0.015102,0.007334,0.029675,0.015011,0.015339,0.004623,0.052210,0.010019,0.009327,0.019396,0.022418,0.004137,0.014568,happy
0.107799,0.012820,3.033922,0.231278,0.204328,1.133912,0.006263,0.120617,-33.311176,0.224978,-0.361885,-0.411788,-0.221047,0.004973,-0.317345,-0.155087,0.221848,0.135539,0.217002,-0.077919,-0.177117,0.005651,0.006459,0.017797,0.007860,0.003310,0.002633,0.023462,0.002516,0.009334,0.012333,0.009486,0.005349,0.014236,0.042369,0.014139,0.378726,0.059909,0.037968,0.368969,0.004549,0.084130,2.623025,0.748904,0.474394,0.461985,0.293847,0.288638,0.360063,0.372623,0.251087,0.292630,0.314393,0.181232,0.199655,0.006253,0.008048,0.009627,0.010881,0.003084,0.002730,0.026731,0.002563,0.011371,0.017717,0.008510,0.006614,0.010833,happy
0.078376,0.008903,3.035391,0.228000,0.218591,1.032662,0.007351,0.114273,-33.081049,1.015348,-0.046854,-0.433142,-0.227631,0.333689,0.044576,0.062294,-0.113781,-0.134202,-0.175755,-0.078241,-0.165881,0.011593,0.006722,0.018785,0.012552,0.011161,0.004691,0.024627,0.003932,0.006209,0.010723,0.017936,0.004808,0.016813,0.047983,0.008189,0.306243,0.067180,0.034304,0.414426,0.005197,0.075298,3.233726,0.575837,0.705092,0.554677,0.555209,0.314700,0.266282,0.312542,0.297037,0.223478,0.239680,0.254296,0.248171,0.014478,0.012141,0.026418,0.020682,0.013628,0.005184,0.028158,0.006300,0.007700,0.010365,0.023582,0.006140,0.010733,happy
0.071366,0.012830,2.755963,0.227548,0.228803,0.554653,0.010553,0.080278,-33.875925,1.053460,0.033800,-0.254775,-0.196599,-0.226890,-0.271606,-0.188050,0.186644,0.349837,0.340279,0.062194,-0.129807,0.009385,0.006604,0.071115,0.004920,0.004387,0.002924,0.075235,0.001202,0.013366,0.013452,0.007495,0.006148,0.039498,0.050363,0.015896,0.412970,0.070130,0.041890,0.414095,0.008379,0.086787,3.536026,0.730918,0.574969,0.538935,0.381937,0.299996,0.334930,0.436937,0.273595,0.227684,0.328223,0.182079,0.193689,0.016751,0.014906,0.058268,0.008825,0.008990,0.006617,0.051699,0.001871,0.019562,0.018357,0.009385,0.011808,0.019130,happy
0.066428,0.016797,3.090499,0.202729,0.202702,0.776942,0.009990,0.096071,-31.795358,1.097523,0.406106,-0.445364,-0.136687,0.098333,-0.115400,0.279885,-0.095647,-0.020394,-0.079726,-0.008398,-0.064371,0.010064,0.003525,0.016881,0.014769,0.013252,0.004855,0.057576,0.001557,0.005405,0.016265,0.013659,0.006692,0.025641,0.045260,0.012626,0.263783,0.058566,0.035681,0.472461,0.007037,0.076810,3.527174,0.792739,0.597424,0.582693,0.466973,0.280270,0.255883,0.285130,0.269081,0.207522,0.249182,0.261953,0.293897,0.013974,0.004571,0.022572,0.019622,0.018750,0.008076,0.038549,0.002429,0.008477,0.025009,0.018806,0.013593,0.012826,happy
0.106948,0.012165,2.950344,0.216862,0.214072,0.800514,0.008655,0.087314,-33.307201,1.133540,-0.082966,-0.323222,-0.422705,-0.193596,-0.121388,-0.312241,0.187163,0.109937,0.286603,0.094019,-0.138885,0.008957,0.008221,0.038826,0.006269,0.006377,0.004923,0.050847,0.002394,0.017567,0.020271,0.020511,0.006296,0.029955,0.053610,0.011486,0.341372,0.059760,0.034692,0.380702,0.006126,0.096581,2.616359,0.697174,0.508028,0.387036,0.561215,0.360764,0.314076,0.401503,0.318703,0.350564,0.338421,0.286708,0.200569,0.012238,0.012292,0.036508,0.011639,0.012020,0.009063,0.044494,0.004179,0.021224,0.023437,0.022282,0.007747,0.016384,happy
0.070981,0.022078,2.944176,0.219301,0.226441,0.682717,0.008718,0.090008,-32.250232,2.028001,0.150621,0.302216,-0.017894,0.024600,0.147071,0.025777,-0.085883,-0.005546,-0.193122,-0.017327,-0.078830,0.013748,0.003880,0.038477,0.014575,0.005352,0.002237,0.049896,0.001184,0.010686,0.021549,0.029251,0.001604,0.029554,0.049971,0.017984,0.327895,0.056271,0.029816,0.391988,0.007077,0.071121,2.673431,0.605977,0.641216,0.416809,0.465002,0.292944,0.309131,0.253001,0.238561,0.207510,0.187715,0.234278,0.227332,0.020605,0.006766,0.036591,0.020189,0.005366,0.002025,0.036525,0.001168,0.017862,0.017505,0.023117,0.001607,0.012646,happy
0.090535,0.013242,3.020532,0.225988,0.208211,0.897180,0.010044,0.097325,-34.090063,0.652077,-0.469152,-0.317939,-0.541164,-0.020375,-0.238746,-0.384218,-0.032869,0.073581,0.173510,0.079135,-0.074121,0.006263,0.010914,0.008889,0.007711,0.008789,0.012527,0.022703,0.006966,0.024418,0.006803,0.008303,0.003434,0.018879,0.053097,0.014532,0.389316,0.078897,0.042108,0.445600,0.012812,0.082078,3.809464,0.517191,0.547446,0.392301,0.441045,0.333797,0.349517,0.468681,0.321793,0.332942,0.338703,0.216863,0.181372,0.008429,0.017051,0.008359,0.008243,0.011468,0.021881,0.025015,0.013091,0.031807,0.009524,0.008359,0.003861,0.012424,happy
0.070861,0.018795,2.779229,0.256844,0.231313,0.830729,0.006731,0.081706,-33.333110,1.351524,0.059699,-0.074825,-0.147010,0.250811,0.115514,-0.069712,0.022681,-0.021260,0.012144,-0.042714,-0.120003,0.009955,0.006096,0.028335,0.008698,0.008897,0.003716,0.092979,0.002947,0.010148,0.012756,0.017860,0.002505,0.036728,0.055443,0.016737,0.377730,0.066054,0.041272,0.485751,0.004154,0.078162,2.983441,0.522367,0.692623,0.446998,0.552893,0.287804,0.256178,0.232557,0.284573,0.242358,0.244910,0.214885,0.187260,0.018603,0.008859,0.031863,0.010311,0.012718,0.005208,0.056787,0.004920,0.016759,0.015313,0.021462,0.003002,0.017451,happy
0.077582,0.010134,2.978187,0.248882,0.207586,1.099457,0.011362,0.095742,-35.472362,0.495828,-0.362040,-0.393088,-0.219633,-0.146776,-0.237594,-0.079892,0.132617,0.062130,0.171481,0.036698,-0.058074,0.009082,0.009542,0.007709,0.005136,0.004265,0.003927,0.044674,0.003439,0.008468,0.009656,0.007856,0.006104,0.019660,0.060702,0.009707,0.326051,0.086972,0.049959,0.509770,0.027219,0.106279,3.774300,0.705151,0.589259,0.484242,0.341632,0.359195,0.317824,0.311890,0.245028,0.292888,0.332878,0.195779,0.169669,0.011117,0.012799,0.008363,0.006714,0.005593,0.004849,0.026909,0.006419,0.014453,0.016023,0.009552,0.008538,0.010872,happy
0.066188,0.009783,2.940958,0.193766,0.212230,0.644566,0.006865,0.078630,-32.630543,1.162822,0.250717,-0.040290,-0.155462,0.212198,0.113143,0.010106,0.029623,-0.021232,-0.129361,0.036069,-0.115540,0.008499,0.006859,0.044077,0.008609,0.010943,0.002841,0.067092,0.001750,0.006923,0.018045,0.022694,0.002487,0.032194,0.045619,0.010183,0.415155,0.076798,0.047205,0.401390,0.004850,0.064269,3.175227,0.794117,0.526886,0.436610,0.429951,0.305448,0.293888,0.256439,0.254082,0.242532,0.256225,0.245099,0.238196,0.010739,0.010286,0.060211,0.009722,0.017438,0.003964,0.056999,0.002550,0.007323,0.019954,0.023688,0.002518,0.021104,happy
0.084114,0.019964,2.992142,0.210428,0.194081,0.960582,0.020423,0.137925,-33.225311,1.105808,-0.153876,-0.372644,-0.379409,-0.167041,-0.420755,-0.121865,0.131940,0.167636,0.338453,0.016430,-0.086942,0.007519,0.008010,0.007291,0.006601,0.005965,0.003194,0.023350,0.001480,0.011999,0.025214,0.015433,0.005912,0.018167,0.062086,0.017802,0.370574,0.084865,0.046376,0.519920,0.035124,0.113379,4.082791,0.646209,0.532702,0.447072,0.324352,0.346856,0.358155,0.383818,0.266313,0.284203,0.369316,0.202281,0.219366,0.012035,0.016844,0.007854,0.008706,0.007900,0.003550,0.022576,0.002038,0.017069,0.028388,0.019584,0.008467,0.012160,happy
0.068953,0.017191,3.070846,0.178925,0.202134,0.536862,0.009410,0.081164,-32.270701,1.247974,-0.209298,0.195921,-0.385075,0.121572,0.382324,-0.076239,-0.044419,-0.065925,-0.047134,-0.098270,0.122015,0.008682,0.004036,0.036245,0.008990,0.017447,0.004392,0.067019,0.002469,0.008769,0.012054,0.015335,0.002074,0.031212,0.047202,0.019903,0.219836,0.056921,0.037639,0.363120,0.008947,0.063137,3.452469,0.690779,0.679732,0.427483,0.526809,0.246810,0.349337,0.258472,0.252693,0.231096,0.248259,0.238888,0.224964,0.013564,0.005724,0.048638,0.012873,0.025210,0.005964,0.047853,0.003185,0.015665,0.015248,0.016818,0.001944,0.016189,happy
