@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {happy,sad,angry,calm,fearful,neutral}

@DATA
0.081763,0.017054,3.092057,0.223049,0.217614,0.919552,0.008965,0.128544,-32.370359,0.982401,-0.599417,-0.335973,-0.619490,-0.253088,-0.283872,-0.427016,0.127602,0.189403,0.224228,0.176296,-0.146535,0.010396,0.012937,0.007773,0.006716,0.005819,0.007375,0.010068,0.003169,0.030295,0.014781,0.011490,0.004517,0.017889,0.047560,0.017115,0.301073,0.062340,0.025730,0.441898,0.007466,0.069603,2.620913,0.526271,0.534761,0.328123,0.428919,0.307102,0.279502,0.435355,0.289715,0.357225,0.337714,0.244845,0.197093,0.018727,0.022226,0.008404,0.007289,0.006205,0.014910,0.012657,0.003163,0.036126,0.016815,0.010547,0.004400,0.011197,calm
0.054288,0.045519,2.832941,0.234934,0.221241,0.875132,0.008048,0.271377,-30.154165,2.086328,-0.028146,-0.074525,-0.229887,0.216837,0.178088,0.015046,0.016145,-0.007474,-0.097505,-0.055215,-0.122620,0.009411,0.006629,0.038623,0.021051,0.007264,0.002641,0.048684,0.001461,0.010078,0.019072,0.019874,0.005294,0.028552,0.043090,0.033109,0.407751,0.048249,0.027624,0.402595,0.006261,0.108456,2.170327,0.641849,0.594754,0.449108,0.456393,0.240071,0.326600,0.271177,0.252822,0.237780,0.214583,0.288988,0.271958,0.014219,0.012264,0.030654,0.027879,0.007157,0.002791,0.022695,0.002086,0.011028,0.022722,0.018991,0.010554,0.013290,calm
0.050963,0.026556,2.902603,0.229966,0.204223,1.013903,0.015057,0.218446,-33.126933,1.412921,-0.339916,-0.403315,-0.420999,-0.296304,-0.298925,-0.133572,0.159811,0.142670,0.250122,0.033697,-0.075079,0.009419,0.014856,0.007398,0.006413,0.003685,0.003146,0.027604,0.001567,0.010397,0.018950,0.008070,0.006054,0.019095,0.039967,0.022871,0.476170,0.092613,0.047734,0.556401,0.026022,0.120728,2.567639,0.541570,0.411400,0.396618,0.220155,0.285379,0.267376,0.317726,0.253493,0.221865,0.342585,0.217436,0.163122,0.013963,0.024615,0.013849,0.010673,0.005737,0.004534,0.020175,0.002285,0.012057,0.018631,0.010443,0.010449,0.012251,calm
0.050876,0.017429,2.990987,0.161007,0.198929,0.476901,0.022588,0.078212,-30.876121,1.976724,0.235413,0.064006,-0.072553,0.052629,0.133257,0.060512,-0.079663,0.091325,-0.172800,-0.060788,-0.150261,0.011711,0.006163,0.035618,0.006713,0.012024,0.003042,0.079377,0.002196,0.003982,0.026490,0.025568,0.001663,0.038325,0.042228,0.016077,0.343620,0.069908,0.047532,0.383461,0.021825,0.064587,3.277880,0.870800,0.681190,0.444788,0.417691,0.280872,0.258799,0.247885,0.243839,0.212500,0.193403,0.261625,0.208299,0.020256,0.011875,0.044380,0.009720,0.019136,0.005243,0.048939,0.004281,0.007944,0.029161,0.025210,0.002322,0.015690,calm
0.065684,0.026433,3.028512,0.252411,0.230246,1.030227,0.012278,0.145514,-33.177419,1.522379,-0.318456,-0.337117,-0.371347,-0.031961,-0.490730,-0.141894,0.177528,0.283909,0.378560,0.030850,-0.079381,0.007158,0.011031,0.006773,0.004473,0.009698,0.002990,0.017447,0.001517,0.011346,0.036868,0.008205,0.005088,0.019212,0.050737,0.021032,0.227323,0.075087,0.031157,0.512934,0.024217,0.108437,2.541078,0.528966,0.468415,0.374576,0.335179,0.310095,0.375041,0.315355,0.249428,0.214315,0.324163,0.169289,0.169360,0.010543,0.019135,0.005587,0.007406,0.008786,0.003159,0.013750,0.001662,0.014262,0.033979,0.009114,0.007765,0.012711,calm
0.036342,0.019841,2.799905,0.210193,0.241957,0.253286,0.013099,0.029153,-32.533610,2.361268,0.232028,0.269123,-0.081644,0.159402,0.227358,-0.082138,-0.068396,-0.055332,0.002036,-0.115164,-0.059346,0.009113,0.003076,0.062378,0.008390,0.010214,0.001333,0.108800,0.000361,0.002188,0.020658,0.038433,0.000796,0.048853,0.031158,0.012555,0.272788,0.041791,0.023086,0.274157,0.011002,0.046978,1.436812,0.457295,0.454489,0.350172,0.289153,0.201821,0.243198,0.223399,0.201697,0.192348,0.214258,0.210178,0.245398,0.018001,0.007755,0.057673,0.011333,0.012828,0.001460,0.036933,0.000383,0.002590,0.020523,0.028918,0.001037,0.015358,calm
0.055980,0.018446,3.010407,0.200852,0.209579,0.584513,0.008854,0.077377,-31.207002,1.873711,0.120379,0.001354,-0.234554,0.144883,0.213707,-0.051739,0.073781,0.019422,-0.211453,0.045752,-0.177174,0.012418,0.011821,0.032295,0.011259,0.006513,0.003999,0.070038,0.001630,0.012618,0.018518,0.019840,0.004257,0.033141,0.046351,0.017387,0.235489,0.074864,0.034668,0.517272,0.008207,0.081790,2.929557,0.855693,0.680762,0.527687,0.537310,0.283625,0.329877,0.274002,0.257640,0.244319,0.249632,0.272160,0.244558,0.020447,0.013024,0.028940,0.020097,0.010023,0.006826,0.051184,0.002099,0.016505,0.020355,0.023796,0.008912,0.014888,calm
0.040637,0.014731,3.017780,0.209355,0.189332,0.891176,0.014848,0.102560,-35.096746,0.972455,-0.538011,-0.319870,-0.286651,-0.322653,-0.335117,-0.339155,0.144997,0.295341,0.334860,-0.003489,-0.117160,0.003511,0.013377,0.002496,0.002297,0.001718,0.002167,0.048135,0.002241,0.026723,0.020075,0.007482,0.003489,0.027504,0.035120,0.010781,0.398363,0.061314,0.028777,0.501650,0.038492,0.104818,2.383305,0.451038,0.447717,0.334295,0.324697,0.192914,0.269284,0.390088,0.208772,0.230175,0.303579,0.178248,0.180050,0.004381,0.019408,0.003233,0.002618,0.002108,0.004098,0.017204,0.003654,0.028633,0.022981,0.013587,0.006588,0.012312,calm
0.056303,0.042726,3.022194,0.193579,0.202274,0.685304,0.009221,0.090417,-30.405992,1.851799,-0.056059,-0.104641,-0.194367,0.024751,0.308104,0.074385,-0.125958,-0.046085,-0.155419,-0.042431,-0.254114,0.009006,0.008878,0.037528,0.012976,0.012543,0.002222,0.019340,0.001124,0.010700,0.021808,0.024488,0.002217,0.023277,0.045153,0.028199,0.277840,0.069834,0.034691,0.424754,0.009218,0.113507,2.924984,0.680176,0.542812,0.415420,0.446311,0.250826,0.348676,0.249706,0.301894,0.306807,0.263342,0.276107,0.263112,0.013952,0.015113,0.045982,0.017093,0.015512,0.001843,0.021327,0.001238,0.015219,0.021601,0.025083,0.002922,0.014568,calm
0.051894,0.038378,2.999501,0.144477,0.158096,0.429988,0.014949,0.069464,-31.829516,1.188192,-0.543918,-0.286174,-0.283763,-0.522383,-0.215661,-0.282729,0.148765,0.198385,0.300398,0.075151,-0.246003,0.007470,0.015877,0.011850,0.008010,0.004779,0.002973,0.038371,0.002455,0.012780,0.027188,0.006023,0.002807,0.026925,0.043933,0.026893,0.386713,0.062324,0.038267,0.312619,0.022811,0.071081,3.156816,0.695438,0.543773,0.289332,0.369904,0.365485,0.265518,0.269291,0.241874,0.288565,0.277483,0.220282,0.193284,0.011110,0.014568,0.020632,0.011795,0.007733,0.005688,0.017720,0.005291,0.014443,0.027196,0.008018,0.004313,0.012113,calm
0.037509,0.018015,2.610719,0.147748,0.176383,0.328145,0.010107,0.057345,-31.854108,1.958456,-0.015866,0.109588,-0.258640,0.204619,0.103730,0.089694,-0.087831,-0.015307,-0.246673,0.017119,-0.146293,0.009697,0.007622,0.059061,0.010368,0.010808,0.002051,0.053201,0.002366,0.004697,0.022684,0.038796,0.001797,0.037984,0.030163,0.014814,0.428112,0.062655,0.054077,0.311580,0.009721,0.062380,2.947521,0.640823,0.667606,0.410072,0.403493,0.292975,0.280221,0.239528,0.271752,0.244316,0.192052,0.231577,0.268521,0.011359,0.015369,0.060624,0.016796,0.013395,0.002326,0.025128,0.005222,0.007115,0.024349,0.031976,0.003170,0.016594,calm
0.060011,0.030027,2.987162,0.223659,0.205545,0.984408,0.023969,0.127031,-32.444522,0.990307,-0.708278,-0.446396,-0.412391,-0.298022,-0.310040,-0.269063,0.108108,0.217740,0.314183,0.143680,-0.192723,0.007582,0.010158,0.006057,0.009596,0.002694,0.002635,0.014504,0.002294,0.019328,0.015449,0.007026,0.005879,0.016080,0.046283,0.025813,0.394293,0.085564,0.045385,0.548881,0.036176,0.113081,3.271297,0.675297,0.560457,0.422259,0.328800,0.312393,0.299633,0.339043,0.207298,0.244308,0.305250,0.182550,0.231670,0.009186,0.012202,0.008829,0.014079,0.002434,0.002526,0.015691,0.002948,0.021927,0.022330,0.013148,0.009926,0.011460,calm
0.024188,0.037031,3.201274,0.155801,0.205051,0.167507,0.040975,0.031116,-32.454592,1.950422,0.114711,0.083151,-0.205215,0.109021,0.194352,-0.050540,-0.139875,0.016389,-0.304563,-0.013368,-0.148451,0.007959,0.004388,0.031613,0.010109,0.009454,0.002068,0.061183,0.000561,0.003466,0.019635,0.043196,0.001264,0.038642,0.026343,0.022619,0.244224,0.067169,0.058626,0.240498,0.052656,0.041960,3.267928,0.763084,0.477036,0.422053,0.382144,0.266227,0.289802,0.245052,0.218764,0.195382,0.204769,0.261665,0.222631,0.012623,0.008154,0.037248,0.016335,0.012310,0.003662,0.028257,0.000763,0.005201,0.021581,0.042499,0.003214,0.013137,calm
0.044858,0.019741,3.063199,0.141671,0.148658,0.589458,0.013867,0.078238,-34.322148,1.190831,-0.708815,-0.249274,-0.335412,-0.407979,-0.293775,-0.280102,0.062583,0.122916,0.352845,0.091848,-0.160438,0.005357,0.015553,0.007146,0.007559,0.003426,0.002478,0.040550,0.003042,0.024833,0.008860,0.003329,0.002559,0.023440,0.037060,0.016720,0.410713,0.065881,0.044432,0.409049,0.021922,0.077826,2.341629,0.686377,0.622566,0.404735,0.266334,0.290636,0.280179,0.283394,0.224204,0.220251,0.286230,0.168589,0.182209,0.007404,0.013963,0.012336,0.010730,0.008082,0.003488,0.017787,0.004169,0.023184,0.010625,0.003864,0.002893,0.010834,calm
0.056181,0.016962,3.138114,0.163409,0.192186,0.516757,0.013806,0.088484,-30.640800,1.447211,-0.313554,-0.020735,-0.313015,0.070982,0.200686,-0.033912,0.051471,-0.033415,-0.313518,-0.034289,-0.135715,0.010915,0.009342,0.017627,0.007998,0.008529,0.002891,0.040709,0.001578,0.010549,0.019902,0.016430,0.004181,0.023432,0.040586,0.014355,0.228718,0.061364,0.029886,0.440955,0.015228,0.085817,2.423108,0.499303,0.770073,0.408510,0.437526,0.303993,0.244719,0.244588,0.232370,0.231887,0.244928,0.284061,0.233989,0.013642,0.017831,0.022571,0.009983,0.012019,0.002466,0.034708,0.001554,0.017674,0.025134,0.016891,0.003903,0.013793,calm
0.059806,0.025105,3.040652,0.193975,0.191612,0.829494,0.014042,0.150217,-32.094756,1.181992,-0.763531,-0.337270,-0.493982,-0.383255,-0.369745,-0.280661,0.245425,0.197899,0.325522,-0.010467,-0.170511,0.007516,0.015516,0.004706,0.005014,0.003118,0.002967,0.020472,0.001949,0.015607,0.026416,0.008988,0.005264,0.019873,0.044897,0.016866,0.393857,0.073398,0.044218,0.392086,0.026443,0.094722,3.025496,0.598099,0.504596,0.477613,0.334589,0.315301,0.273144,0.451101,0.315702,0.258445,0.436021,0.169038,0.210469,0.011240,0.027428,0.005808,0.007404,0.002630,0.003990,0.020433,0.002635,0.023866,0.023164,0.012756,0.006446,0.012542,calm
0.048503,0.009413,3.044234,0.174843,0.197327,0.444743,0.017811,0.064125,-31.423031,2.103153,-0.118247,-0.209844,0.042027,0.233996,-0.012635,-0.054714,-0.004832,-0.095899,-0.184803,-0.079382,-0.194002,0.017317,0.007992,0.034620,0.013339,0.010083,0.002424,0.050699,0.003874,0.011016,0.016167,0.023929,0.006177,0.031085,0.040017,0.009197,0.265697,0.068891,0.046227,0.370777,0.029625,0.059490,2.450579,0.893952,0.787340,0.453002,0.536875,0.303615,0.275886,0.255035,0.233176,0.204732,0.224213,0.249137,0.256314,0.025251,0.012707,0.039948,0.013432,0.017484,0.002557,0.041328,0.007856,0.018435,0.016452,0.031817,0.010061,0.015498,calm
0.068944,0.026993,3.102512,0.199720,0.205580,0.825391,0.010020,0.180429,-30.001390,1.197222,-0.576660,-0.315898,-0.268401,-0.193194,-0.402854,-0.490106,0.225981,0.148351,0.458359,0.103323,-0.210130,0.007333,0.013596,0.022061,0.008357,0.002303,0.006197,0.036133,0.002720,0.023236,0.018833,0.004830,0.003077,0.026388,0.041301,0.020210,0.242155,0.067887,0.033308,0.624117,0.008955,0.151044,2.278363,0.720305,0.591697,0.507946,0.339414,0.281437,0.240580,0.380815,0.289769,0.317569,0.363591,0.231837,0.207268,0.008669,0.017672,0.021230,0.015973,0.003368,0.016716,0.044639,0.004992,0.024821,0.017780,0.004542,0.003804,0.018503,calm
0.050417,0.026094,2.993594,0.244372,0.226412,1.068639,0.027619,0.237549,-32.167225,1.858464,0.114073,-0.039966,-0.032423,0.185704,0.008498,0.020250,-0.074609,-0.056896,-0.136167,-0.121069,-0.195821,0.009505,0.009324,0.034261,0.006689,0.005421,0.002423,0.036885,0.001609,0.007435,0.022357,0.028368,0.002238,0.025992,0.042704,0.017540,0.293479,0.075447,0.040861,0.475896,0.049203,0.126812,2.736616,0.515747,0.553958,0.397860,0.322502,0.249340,0.188889,0.172980,0.182025,0.203553,0.193703,0.214782,0.184765,0.009946,0.010410,0.029686,0.008101,0.005860,0.002845,0.020457,0.002424,0.011546,0.019555,0.025327,0.002233,0.012824,calm
0.062300,0.021363,2.851969,0.219032,0.242425,0.385095,0.015870,0.068618,-32.261508,1.843737,-0.182240,-0.126024,-0.240401,-0.287479,-0.234607,-0.190637,0.178525,0.193244,0.273612,0.060487,-0.092383,0.006728,0.009599,0.067211,0.005147,0.003481,0.004010,0.084457,0.000644,0.011727,0.015324,0.009782,0.004455,0.040516,0.051446,0.018389,0.321094,0.056581,0.028330,0.408361,0.010709,0.083092,2.071801,0.650514,0.526268,0.404119,0.349375,0.243941,0.352212,0.362775,0.279485,0.247504,0.330682,0.212949,0.183057,0.009759,0.013475,0.034498,0.008733,0.004672,0.006804,0.051056,0.000786,0.014466,0.018362,0.013745,0.010967,0.015616,calm
0.033413,0.017850,3.153838,0.116230,0.168590,0.317861,0.021835,0.064451,-29.570485,2.800250,0.082445,-0.158455,-0.211064,0.142375,-0.037075,0.053303,0.008308,-0.196195,-0.034553,-0.210284,0.051647,0.015903,0.003448,0.025486,0.016896,0.013396,0.002998,0.028763,0.000545,0.005194,0.038136,0.047130,0.004098,0.029202,0.030536,0.014660,0.214870,0.066089,0.055948,0.374938,0.040413,0.079522,2.558787,0.875803,0.528252,0.436546,0.341756,0.239410,0.272181,0.284700,0.216585,0.184939,0.250251,0.264817,0.244979,0.019659,0.005268,0.035885,0.020733,0.019926,0.002780,0.025886,0.000724,0.006232,0.033046,0.037299,0.009655,0.013134,calm
0.084936,0.018748,3.060746,0.195360,0.209736,0.579901,0.013610,0.093373,-32.487585,1.546916,-0.326449,-0.230748,-0.629071,-0.225996,0.024774,-0.381411,0.256566,0.205356,0.279120,0.194492,-0.195370,0.011924,0.012198,0.043449,0.003712,0.002637,0.004193,0.027098,0.001625,0.016599,0.029619,0.011068,0.005352,0.029088,0.048661,0.019947,0.250346,0.057386,0.029473,0.429516,0.014500,0.107391,2.072248,0.763992,0.516832,0.337275,0.396724,0.410520,0.291589,0.363599,0.235780,0.280064,0.259940,0.230695,0.181122,0.015245,0.019262,0.029592,0.003993,0.002408,0.007820,0.022244,0.002322,0.020310,0.037331,0.011622,0.008209,0.016571,calm
0.041997,0.024031,2.941270,0.216099,0.235387,0.408928,0.009441,0.068639,-31.433777,2.387135,0.134838,0.233990,-0.031017,0.005468,0.148786,0.044831,-0.067123,-0.020396,-0.183909,0.005865,-0.049203,0.010203,0.004438,0.042583,0.008744,0.005283,0.002652,0.067183,0.001328,0.007458,0.027993,0.032735,0.001157,0.036359,0.048631,0.016787,0.296372,0.061758,0.026566,0.441304,0.009070,0.088795,2.196206,0.508825,0.601737,0.376388,0.383331,0.200155,0.301203,0.246766,0.221914,0.234050,0.184795,0.211892,0.202684,0.013074,0.009535,0.041487,0.011727,0.007606,0.003761,0.033133,0.003096,0.012152,0.023151,0.024043,0.001212,0.012621,calm
0.070100,0.022720,2.905938,0.253468,0.211556,0.900203,0.008109,0.144947,-33.454950,0.944297,-0.467309,-0.306379,-0.396425,-0.335510,-0.281185,-0.359216,0.066442,0.222206,0.172807,0.184007,-0.163965,0.008004,0.013840,0.008130,0.006557,0.005136,0.005823,0.014941,0.003040,0.024133,0.012857,0.009846,0.003533,0.016408,0.045063,0.021119,0.391998,0.075935,0.042023,0.443151,0.009366,0.082957,2.900034,0.522231,0.520239,0.361589,0.354796,0.270320,0.271422,0.404142,0.298127,0.250347,0.343184,0.234363,0.230885,0.012216,0.024579,0.013539,0.007971,0.007003,0.008150,0.020691,0.003598,0.026157,0.015687,0.010044,0.003601,0.011098,calm
0.054373,0.031726,2.858638,0.219191,0.217782,0.655001,0.010263,0.146011,-30.463966,1.966706,0.005871,-0.103397,-0.239702,0.265656,0.210483,-0.003820,-0.073194,-0.085380,-0.106976,-0.039637,-0.131971,0.011116,0.005098,0.027383,0.022348,0.013939,0.002287,0.070902,0.001925,0.012268,0.017063,0.020982,0.006301,0.037081,0.048324,0.022319,0.370295,0.060178,0.030467,0.538553,0.007852,0.136357,2.246276,0.649687,0.663041,0.476084,0.444441,0.293354,0.278628,0.242855,0.260775,0.245632,0.216233,0.231879,0.304512,0.016717,0.009852,0.028766,0.027446,0.021591,0.002138,0.052187,0.002925,0.020799,0.022986,0.022968,0.013927,0.019971,calm
0.052658,0.016652,2.875766,0.249612,0.216249,1.110776,0.015509,0.208819,-33.767273,1.302885,-0.314705,-0.414337,-0.440975,-0.380897,-0.303476,-0.102278,0.145894,0.118311,0.273634,0.048717,-0.095207,0.010922,0.018467,0.004777,0.004843,0.003012,0.004531,0.020444,0.001877,0.010063,0.023072,0.006005,0.007285,0.018993,0.040964,0.016406,0.495464,0.091805,0.045433,0.626317,0.027326,0.135304,3.205363,0.551105,0.426561,0.462319,0.328041,0.258359,0.254155,0.378730,0.290342,0.229856,0.371878,0.216400,0.195812,0.018303,0.030024,0.005674,0.007921,0.003950,0.008485,0.022880,0.002886,0.012342,0.019688,0.006045,0.012321,0.014111,calm
0.034156,0.026088,2.916923,0.151041,0.204349,0.244808,0.041070,0.045067,-29.824343,2.444613,0.339011,0.236203,0.053555,0.162886,0.146226,-0.009242,-0.034991,-0.025044,-0.137773,-0.028484,-0.129320,0.013762,0.003458,0.037031,0.006778,0.005506,0.002442,0.100634,0.001258,0.003862,0.024402,0.032515,0.001436,0.043020,0.034174,0.026754,0.445080,0.062513,0.044539,0.291070,0.038289,0.064391,3.343648,0.698921,0.597207,0.379583,0.355654,0.265948,0.259330,0.198691,0.198773,0.184265,0.179908,0.228481,0.202379,0.025178,0.006049,0.048125,0.011935,0.006551,0.003724,0.058446,0.002669,0.005501,0.024885,0.029879,0.002077,0.018850,calm
0.060668,0.028395,2.747585,0.207210,0.187987,0.881187,0.035997,0.138576,-33.830287,1.264911,-0.366192,-0.469221,-0.520758,-0.187953,-0.421206,-0.158784,0.150489,0.169098,0.348918,0.013313,-0.112006,0.006727,0.013770,0.004625,0.004264,0.003307,0.003151,0.024277,0.001135,0.009918,0.037324,0.006913,0.004998,0.021372,0.055821,0.019720,0.659113,0.116910,0.060827,0.696272,0.044213,0.119917,3.681529,0.734663,0.522264,0.372666,0.377988,0.295547,0.356127,0.340734,0.268907,0.212305,0.338772,0.159753,0.170329,0.008562,0.024515,0.005197,0.004904,0.004374,0.004713,0.027484,0.001075,0.013287,0.041802,0.006693,0.008202,0.017530,calm
0.042535,0.037693,2.846822,0.200135,0.240096,0.260826,0.008843,0.035826,-31.163980,2.543818,0.279801,0.234147,-0.129060,0.136845,0.236402,0.014917,0.005022,-0.100259,-0.010518,-0.056280,-0.063458,0.006855,0.002256,0.084365,0.008435,0.008277,0.001412,0.100483,0.000339,0.002952,0.020167,0.035068,0.000706,0.048505,0.036851,0.021902,0.286798,0.041454,0.024487,0.273246,0.007174,0.061610,1.643067,0.406063,0.459213,0.322748,0.283653,0.225873,0.260268,0.193142,0.182408,0.176265,0.215222,0.228631,0.244672,0.009420,0.004277,0.062423,0.010378,0.009175,0.001753,0.045046,0.000314,0.003609,0.020664,0.033051,0.000613,0.017224,calm
0.056965,0.016848,2.996952,0.230999,0.222914,0.634019,0.008243,0.074558,-32.168504,1.711583,0.063839,-0.031679,-0.223776,0.103196,0.181754,0.011217,0.050681,0.012460,-0.175377,0.053270,-0.151315,0.008742,0.011234,0.032128,0.011453,0.007413,0.004883,0.077280,0.001391,0.007848,0.017616,0.017377,0.006121,0.035147,0.042089,0.018578,0.247525,0.050179,0.025038,0.441025,0.006850,0.085579,2.520440,0.683093,0.685203,0.478241,0.473762,0.287810,0.305462,0.252019,0.264861,0.232441,0.222655,0.256112,0.252180,0.011757,0.015288,0.037161,0.014791,0.010021,0.007275,0.057113,0.002084,0.012125,0.019325,0.020691,0.013233,0.017644,calm
0.042997,0.029626,3.099876,0.201916,0.183060,0.874489,0.026684,0.109364,-33.768388,1.069629,-0.512178,-0.471207,-0.234360,-0.335466,-0.374053,-0.278695,0.098428,0.261631,0.389665,-0.001564,-0.077548,0.003953,0.015590,0.002732,0.003018,0.001661,0.002204,0.044467,0.001776,0.025965,0.018501,0.004544,0.002731,0.026235,0.035712,0.021246,0.242469,0.082621,0.041912,0.513055,0.049374,0.110801,2.563252,0.527768,0.571012,0.374544,0.296287,0.255758,0.275331,0.411923,0.198751,0.221281,0.325044,0.162540,0.170722,0.005354,0.019255,0.003554,0.004037,0.002549,0.004129,0.011584,0.002499,0.030353,0.023927,0.007312,0.004348,0.010828,calm
0.051013,0.038683,2.952045,0.190699,0.201638,0.697677,0.007439,0.078731,-30.231729,1.805283,-0.019256,-0.081093,-0.262073,0.047587,0.301281,-0.060295,0.009501,-0.019546,-0.197740,-0.066805,-0.121098,0.010013,0.010372,0.030876,0.013277,0.012998,0.002720,0.014052,0.001358,0.006438,0.024158,0.031379,0.002885,0.021045,0.036077,0.023842,0.371999,0.062782,0.034657,0.374693,0.006163,0.080575,2.851134,0.635462,0.577515,0.404923,0.402789,0.255333,0.299770,0.269277,0.316197,0.309234,0.233543,0.304691,0.250627,0.013641,0.018644,0.035456,0.019318,0.015593,0.001855,0.017087,0.001608,0.008658,0.019112,0.025070,0.003154,0.011285,calm
0.061728,0.038283,2.892031,0.244338,0.227288,0.860867,0.009939,0.101907,-31.782390,1.358975,-0.544535,-0.183751,-0.338586,-0.485045,-0.156423,-0.299106,0.097979,0.128396,0.287629,0.058457,-0.175527,0.005626,0.016475,0.019455,0.007905,0.003992,0.004123,0.020877,0.001852,0.020244,0.021337,0.005972,0.004468,0.020747,0.044198,0.029557,0.372664,0.069474,0.028701,0.553161,0.010526,0.103192,2.988486,0.655973,0.573506,0.452302,0.368799,0.339616,0.256870,0.482333,0.258782,0.270235,0.375644,0.233362,0.203522,0.008008,0.026237,0.023310,0.009548,0.004417,0.005611,0.014938,0.001782,0.023803,0.024360,0.005967,0.006553,0.012244,calm
0.051718,0.015628,2.844035,0.206721,0.219887,0.512526,0.007775,0.056520,-31.735371,1.936229,0.120955,0.278387,-0.153211,0.206234,0.149601,0.122686,-0.102672,0.043768,-0.244456,0.053622,-0.111739,0.009904,0.006789,0.083520,0.010965,0.007624,0.002087,0.049202,0.003046,0.005217,0.023124,0.029959,0.001190,0.036740,0.035890,0.013246,0.377283,0.056053,0.027994,0.391162,0.007565,0.071502,2.418978,0.639343,0.578854,0.463675,0.425957,0.272705,0.302887,0.264093,0.269355,0.240494,0.224119,0.287563,0.281170,0.012411,0.012857,0.065851,0.013629,0.008874,0.002352,0.030358,0.006678,0.007757,0.026172,0.028766,0.001006,0.019337,calm
0.063735,0.034264,3.004120,0.206261,0.195977,0.957239,0.031199,0.186506,-31.195323,1.214850,-0.756229,-0.599393,-0.360872,-0.405976,-0.346242,-0.197897,0.088454,0.256743,0.289507,0.141676,-0.160189,0.007779,0.011777,0.004281,0.005866,0.002948,0.002942,0.015639,0.003069,0.020691,0.020990,0.005537,0.005017,0.017923,0.050811,0.026812,0.406529,0.087337,0.045583,0.635797,0.057166,0.139075,3.013228,0.710128,0.511417,0.489589,0.347547,0.309216,0.319325,0.379181,0.287357,0.279458,0.368769,0.202113,0.211175,0.014437,0.020718,0.004823,0.011770,0.002486,0.002648,0.018310,0.007098,0.028644,0.027195,0.008274,0.007689,0.013851,calm
